단어,어간근사,총건수,문서수,통상수용_건수,통상수용_비율,통상수용_lift,견적반영_건수,견적반영_비율,견적반영_lift,계약·질의검토_건수,계약·질의검토_비율,계약·질의검토_lift,최대lift_라벨,최대lift,chi2_p,모델기여_통상수용,모델기여_견적반영,모델기여_계약·질의검토,모델기여_합
국가정보원장이,국가정보원장,3,2,1,0.3333,0.651,2,0.6667,2.865,0,0.0,0.0,견적반영,2.865,0.183378,0.0,0.0,0.0,0
국방정보화업무훈령,국방정보화업무훈령,3,1,2,0.6667,1.302,0,0.0,0.0,1,0.3333,1.305,계약·질의검토,1.305,0.633592,0.0,0.0,0.0,0
국방통합데이터센터에서,국방통합데이터센터,3,1,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
권리,권리,3,2,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
권한부여,권한부여,3,1,0,0.0,0.0,0,0.0,0.0,3,1.0,3.915,계약·질의검토,3.915,0.012436,0.0,0.0,0.0,0
권한이,권한,3,3,1,0.3333,0.651,1,0.3333,1.433,1,0.3333,1.305,견적반영,1.433,0.822805,0.0,0.0,0.0,0
규격을,규격,3,3,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
그래프로,그래프,3,2,1,0.3333,0.651,1,0.3333,1.433,1,0.3333,1.305,견적반영,1.433,0.822805,0.0,0.0,0.0,0
금액,금액,3,3,2,0.6667,1.302,0,0.0,0.0,1,0.3333,1.305,계약·질의검토,1.305,0.633592,0.0,0.0,0.0,0
금액을,금액,3,1,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
금칙어,금칙어,3,2,1,0.3333,0.651,1,0.3333,1.433,1,0.3333,1.305,견적반영,1.433,0.822805,0.0,0.0,0.0,0
급증,급증,3,3,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
기간과,기간,3,2,1,0.3333,0.651,1,0.3333,1.433,1,0.3333,1.305,견적반영,1.433,0.822805,0.0,0.0,0.0,0
기능(SHAP,기능(SHAP,3,1,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
기록·조회,기록·조회,3,1,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
기록은,기록,3,3,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0,0.0,0.0,0
기법을,기법,3,3,2,0.6667,1.302,1,0.3333,1.433,0,0.0,0.0,견적반영,1.433,0.594346,0.0,0.0,0.0,0
기법의,기법,3,3,2,0.6667,1.302,1,0.3333,1.433,0,0.0,0.0,견적반영,1.433,0.594346,0.0,0.0,0.0,0
기술자료,기술자료,3,3,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
기술정보,기술정보,3,1,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
기술표준이,기술표준,3,3,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0,0.0,0.0,0
기재,기재,3,3,2,0.6667,1.302,1,0.3333,1.433,0,0.0,0.0,견적반영,1.433,0.594346,0.0,0.0,0.0,0
기존에,기존,3,2,0,0.0,0.0,0,0.0,0.0,3,1.0,3.915,계약·질의검토,3.915,0.012436,0.0,0.0,0.0,0
기존의,기존,3,2,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
기준일,기준일,3,1,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
긴급복구,긴급복구,3,2,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0,0.0,0.0,0
긴밀한,긴밀한,3,2,2,0.6667,1.302,0,0.0,0.0,1,0.3333,1.305,계약·질의검토,1.305,0.633592,0.0,0.0,0.0,0
깨짐,깨짐,3,2,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
나의,나의,3,1,2,0.6667,1.302,1,0.3333,1.433,0,0.0,0.0,견적반영,1.433,0.594346,0.0,0.0,0.0,0
남겨야,남겨야,3,2,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0,0.0,0.0,0
납입,납입,3,1,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
낮은,낮은,3,2,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
내규,내규,3,1,2,0.6667,1.302,0,0.0,0.0,1,0.3333,1.305,계약·질의검토,1.305,0.633592,0.0,0.0,0.0,0
내외부,내외부,3,2,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
네트워크카드(NIC,네트워크카드(NIC,3,1,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
노드의,노드,3,1,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
누락된,누락된,3,3,0,0.0,0.0,0,0.0,0.0,3,1.0,3.915,계약·질의검토,3.915,0.012436,0.0,0.0,0.0,0
누락을,누락,3,2,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0,0.0,0.0,0
다수,다수,3,2,1,0.3333,0.651,2,0.6667,2.865,0,0.0,0.0,견적반영,2.865,0.183378,0.0,0.0,0.0,0
다음을,다음,3,2,0,0.0,0.0,0,0.0,0.0,3,1.0,3.915,계약·질의검토,3.915,0.012436,0.0,0.0,0.0,0
단말기에,단말기,3,2,1,0.3333,0.651,2,0.6667,2.865,0,0.0,0.0,견적반영,2.865,0.183378,0.0,0.0,0.0,0
단위테스트가,단위테스트,3,3,2,0.6667,1.302,0,0.0,0.0,1,0.3333,1.305,계약·질의검토,1.305,0.633592,0.0,0.0,0.0,0
달리,달리,3,3,2,0.6667,1.302,0,0.0,0.0,1,0.3333,1.305,계약·질의검토,1.305,0.633592,0.0,0.0,0.0,0
담당자에,담당자,3,2,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
담당자의,담당자,3,3,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
당사,당사,3,2,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
대국민,대국민,3,1,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
대기,대기,3,2,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
대내,대내,3,3,2,0.6667,1.302,0,0.0,0.0,1,0.3333,1.305,계약·질의검토,1.305,0.633592,0.0,0.0,0.0,0
대상이,대상,3,3,2,0.6667,1.302,1,0.3333,1.433,0,0.0,0.0,견적반영,1.433,0.594346,0.0,0.0,0.0,0
대상자,대상자,3,3,2,0.6667,1.302,1,0.3333,1.433,0,0.0,0.0,견적반영,1.433,0.594346,0.0,0.0,0.0,0
대상정보,대상정보,3,2,2,0.6667,1.302,0,0.0,0.0,1,0.3333,1.305,계약·질의검토,1.305,0.633592,0.0,0.0,0.0,0
대시보드를,대시보드,3,3,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
대시보드에,대시보드,3,1,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
대안,대안,3,3,1,0.3333,0.651,1,0.3333,1.433,1,0.3333,1.305,견적반영,1.433,0.822805,0.0,0.0,0.0,0
대역폭,대역폭,3,2,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
대외기관,대외기관,3,3,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
대외적으로,대외적,3,3,2,0.6667,1.302,1,0.3333,1.433,0,0.0,0.0,견적반영,1.433,0.594346,0.0,0.0,0.0,0
대응해야,대응해야,3,3,2,0.6667,1.302,1,0.3333,1.433,0,0.0,0.0,견적반영,1.433,0.594346,0.0,0.0,0.0,0
대장에,대장,3,3,2,0.6667,1.302,1,0.3333,1.433,0,0.0,0.0,견적반영,1.433,0.594346,0.0,0.0,0.0,0
대조,대조,3,2,1,0.3333,0.651,2,0.6667,2.865,0,0.0,0.0,견적반영,2.865,0.183378,0.0,0.0,0.0,0
데이터베이스의,데이터베이스,3,3,2,0.6667,1.302,1,0.3333,1.433,0,0.0,0.0,견적반영,1.433,0.594346,0.0,0.0,0.0,0
도구(분석,도구(분석,3,3,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0,0.0,0.0,0
도메인별,도메인별,3,2,1,0.3333,0.651,2,0.6667,2.865,0,0.0,0.0,견적반영,2.865,0.183378,0.0,0.0,0.0,0
도입된,도입된,3,3,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
독립된,독립된,3,2,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
동등한,동등한,3,2,2,0.6667,1.302,0,0.0,0.0,1,0.3333,1.305,계약·질의검토,1.305,0.633592,0.0,0.0,0.0,0
동법,동법,3,2,2,0.6667,1.302,0,0.0,0.0,1,0.3333,1.305,계약·질의검토,1.305,0.633592,0.0,0.0,0.0,0
동의어,동의어,3,2,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
되며,되며,3,3,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0,0.0,0.0,0
되어,되어,3,3,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
등)과의,등),3,2,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
디버깅,디버깅,3,2,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
또한,또한,3,3,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
라우팅,라우팅,3,2,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
라이선스가,라이선스,3,1,0,0.0,0.0,0,0.0,0.0,3,1.0,3.915,계약·질의검토,3.915,0.012436,0.0,0.0,0.0,0
레이어,레이어,3,3,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
로그아웃,로그아웃,3,1,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0,0.0,0.0,0
로깅하여,로깅하여,3,2,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
로드맵을,로드맵,3,1,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
로드밸런싱,로드밸런싱,3,3,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
로딩,로딩,3,3,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
루프,루프,3,2,1,0.3333,0.651,2,0.6667,2.865,0,0.0,0.0,견적반영,2.865,0.183378,0.0,0.0,0.0,0
리눅스,리눅스,3,3,1,0.3333,0.651,1,0.3333,1.433,1,0.3333,1.305,견적반영,1.433,0.822805,0.0,0.0,0.0,0
링크,링크,3,3,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
링크를,링크,3,1,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
마약류,마약류,3,1,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
마이페이지,마이페이지,3,2,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0,0.0,0.0,0
만족한,만족한,3,3,0,0.0,0.0,0,0.0,0.0,3,1.0,3.915,계약·질의검토,3.915,0.012436,0.0,0.0,0.0,0
매뉴얼에서,매뉴얼,3,3,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0,0.0,0.0,0
매핑규칙에,매핑규칙,3,3,1,0.3333,0.651,2,0.6667,2.865,0,0.0,0.0,견적반영,2.865,0.183378,0.0,0.0,0.0,0
매핑정의서의,매핑정의서,3,3,1,0.3333,0.651,2,0.6667,2.865,0,0.0,0.0,견적반영,2.865,0.183378,0.0,0.0,0.0,0
머신러닝,머신러닝,3,1,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
멀티모달,멀티모달,3,3,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
메뉴별,메뉴별,3,2,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0,0.0,0.0,0
메커니즘,메커니즘,3,1,1,0.3333,0.651,1,0.3333,1.433,1,0.3333,1.305,견적반영,1.433,0.822805,0.0,0.0,0.0,0
명시하는,명시하,3,2,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
명의의,명의,3,2,1,0.3333,0.651,2,0.6667,2.865,0,0.0,0.0,견적반영,2.865,0.183378,0.0,0.0,0.0,0
명확하게,명확하게,3,3,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
명확해야,명확해야,3,3,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0,0.0,0.0,0
목록·검증,목록·검증,3,1,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
목표를,목표,3,3,0,0.0,0.0,0,0.0,0.0,3,1.0,3.915,계약·질의검토,3.915,0.012436,0.0,0.0,0.0,0
목표시스템에,목표시스템,3,1,2,0.6667,1.302,1,0.3333,1.433,0,0.0,0.0,견적반영,1.433,0.594346,0.0,0.0,0.0,0
못한,못한,3,3,2,0.6667,1.302,0,0.0,0.0,1,0.3333,1.305,계약·질의검토,1.305,0.633592,0.0,0.0,0.0,0
무관하게,무관하게,3,3,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
무단으로,무단,3,2,1,0.3333,0.651,2,0.6667,2.865,0,0.0,0.0,견적반영,2.865,0.183378,0.0,0.0,0.0,0
무중단으로,무중단,3,3,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0,0.0,0.0,0
문구를,문구,3,1,1,0.3333,0.651,2,0.6667,2.865,0,0.0,0.0,견적반영,2.865,0.183378,0.0,0.0,0.0,0
문맥을,문맥,3,2,1,0.3333,0.651,1,0.3333,1.433,1,0.3333,1.305,견적반영,1.433,0.822805,0.0,0.0,0.0,0
문서화하여,문서화하여,3,3,0,0.0,0.0,0,0.0,0.0,3,1.0,3.915,계약·질의검토,3.915,0.012436,0.0,0.0,0.0,0
문자,문자,3,1,2,0.6667,1.302,1,0.3333,1.433,0,0.0,0.0,견적반영,1.433,0.594346,0.0,0.0,0.0,0
문제의,문제,3,2,2,0.6667,1.302,1,0.3333,1.433,0,0.0,0.0,견적반영,1.433,0.594346,0.0,0.0,0.0,0
문제해결,문제해결,3,2,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
물품,물품,3,3,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
미들웨어,미들웨어,3,3,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
미러링,미러링,3,2,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
미사용,미사용,3,2,2,0.6667,1.302,1,0.3333,1.433,0,0.0,0.0,견적반영,1.433,0.594346,0.0,0.0,0.0,0
미완료,미완료,3,2,2,0.6667,1.302,0,0.0,0.0,1,0.3333,1.305,계약·질의검토,1.305,0.633592,0.0,0.0,0.0,0
미적용,미적용,3,3,0,0.0,0.0,0,0.0,0.0,3,1.0,3.915,계약·질의검토,3.915,0.012436,0.0,0.0,0.0,0
미쳤는지를,미쳤는지,3,1,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
민·형사상,민·형사상,3,3,2,0.6667,1.302,0,0.0,0.0,1,0.3333,1.305,계약·질의검토,1.305,0.633592,0.0,0.0,0.0,0
민감도,민감,3,3,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
민원의,민원,3,1,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
민원이,민원,3,1,2,0.6667,1.302,1,0.3333,1.433,0,0.0,0.0,견적반영,1.433,0.594346,0.0,0.0,0.0,0
민원인이,민원인,3,1,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0,0.0,0.0,0
반납,반납,3,3,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0,0.0,0.0,0
반영되어야,반영되어야,3,3,2,0.6667,1.302,0,0.0,0.0,1,0.3333,1.305,계약·질의검토,1.305,0.633592,0.0,0.0,0.0,0
반응,반응,3,1,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
반입/생성정보,반입/생성정보,3,1,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
반입시,반입시,3,3,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0,0.0,0.0,0
반정규화된,반정규화된,3,3,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0,0.0,0.0,0
반환,반환,3,2,2,0.6667,1.302,0,0.0,0.0,1,0.3333,1.305,계약·질의검토,1.305,0.633592,0.0,0.0,0.0,0
받고,받고,3,2,2,0.6667,1.302,1,0.3333,1.433,0,0.0,0.0,견적반영,1.433,0.594346,0.0,0.0,0.0,0
받아,받아,3,3,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
발견·제거하고,발견·제거하고,3,3,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
발생된,발생된,3,3,1,0.3333,0.651,1,0.3333,1.433,1,0.3333,1.305,견적반영,1.433,0.822805,0.0,0.0,0.0,0
발생을,발생,3,2,2,0.6667,1.302,1,0.3333,1.433,0,0.0,0.0,견적반영,1.433,0.594346,0.0,0.0,0.0,0
발전,발전,3,3,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
발주사와,발주사,3,2,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
발주처,발주처,3,3,2,0.6667,1.302,1,0.3333,1.433,0,0.0,0.0,견적반영,1.433,0.594346,0.0,0.0,0.0,0
방법으로,방법,3,3,1,0.3333,0.651,2,0.6667,2.865,0,0.0,0.0,견적반영,2.865,0.183378,0.0,0.0,0.0,0
방법은,방법,3,2,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
방어,방어,3,3,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
방침,방침,3,2,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
배치로,배치,3,1,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
배치성,배치성,3,2,0,0.0,0.0,0,0.0,0.0,3,1.0,3.915,계약·질의검토,3.915,0.012436,0.0,0.0,0.0,0
배치하는,배치하,3,3,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0,0.0,0.0,0
백업·복구,백업·복구,3,1,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
버전별,버전별,3,2,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
범용적으로,범용적,3,3,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0,0.0,0.0,0
범위와,범위,3,2,2,0.6667,1.302,1,0.3333,1.433,0,0.0,0.0,견적반영,1.433,0.594346,0.0,0.0,0.0,0
법령을,법령,3,3,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
베이스라인으로,베이스라인,3,3,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0,0.0,0.0,0
벤더별,벤더별,3,1,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
벤치마킹,벤치마킹,3,3,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
변경사항,변경사항,3,3,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0,0.0,0.0,0
변경사항을,변경사항,3,2,1,0.3333,0.651,1,0.3333,1.433,1,0.3333,1.305,견적반영,1.433,0.822805,0.0,0.0,0.0,0
변경요청,변경요청,3,2,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0,0.0,0.0,0
변경은,변경,3,2,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
변동,변동,3,3,2,0.6667,1.302,1,0.3333,1.433,0,0.0,0.0,견적반영,1.433,0.594346,0.0,0.0,0.0,0
변상,변상,3,3,0,0.0,0.0,0,0.0,0.0,3,1.0,3.915,계약·질의검토,3.915,0.012436,0.0,0.0,0.0,0
변수,변수,3,2,1,0.3333,0.651,2,0.6667,2.865,0,0.0,0.0,견적반영,2.865,0.183378,0.0,0.0,0.0,0
변수가,변수,3,1,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
변제금,변제금,3,1,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
변질,변질,3,2,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0,0.0,0.0,0
변화를,변화,3,3,1,0.3333,0.651,2,0.6667,2.865,0,0.0,0.0,견적반영,2.865,0.183378,0.0,0.0,0.0,0
보관하여야,보관하여야,3,3,2,0.6667,1.302,0,0.0,0.0,1,0.3333,1.305,계약·질의검토,1.305,0.633592,0.0,0.0,0.0,0
보수,보수,3,3,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
보안각서,보안각서,3,3,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
보안규정,보안규정,3,3,1,0.3333,0.651,1,0.3333,1.433,1,0.3333,1.305,견적반영,1.433,0.822805,0.0,0.0,0.0,0
보안기능,보안기능,3,3,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
보안사항을,보안사항,3,3,2,0.6667,1.302,1,0.3333,1.433,0,0.0,0.0,견적반영,1.433,0.594346,0.0,0.0,0.0,0
보안상태,보안상태,3,2,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
보안약점이,보안약점,3,3,2,0.6667,1.302,1,0.3333,1.433,0,0.0,0.0,견적반영,1.433,0.594346,0.0,0.0,0.0,0
보안통제,보안통제,3,3,1,0.3333,0.651,1,0.3333,1.433,1,0.3333,1.305,견적반영,1.433,0.822805,0.0,0.0,0.0,0
보완이,보완,3,3,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
보장하는,보장하,3,3,2,0.6667,1.302,0,0.0,0.0,1,0.3333,1.305,계약·질의검토,1.305,0.633592,0.0,0.0,0.0,0
보장할,보장할,3,3,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
보존하여,보존하여,3,3,1,0.3333,0.651,2,0.6667,2.865,0,0.0,0.0,견적반영,2.865,0.183378,0.0,0.0,0.0,0
보호법,보호법,3,3,2,0.6667,1.302,0,0.0,0.0,1,0.3333,1.305,계약·질의검토,1.305,0.633592,0.0,0.0,0.0,0
복구가,복구,3,2,2,0.6667,1.302,0,0.0,0.0,1,0.3333,1.305,계약·질의검토,1.305,0.633592,0.0,0.0,0.0,0
복사,복사,3,1,2,0.6667,1.302,1,0.3333,1.433,0,0.0,0.0,견적반영,1.433,0.594346,0.0,0.0,0.0,0
부담함,부담함,3,3,2,0.6667,1.302,1,0.3333,1.433,0,0.0,0.0,견적반영,1.433,0.594346,0.0,0.0,0.0,0
부득이하게,부득이하게,3,3,1,0.3333,0.651,1,0.3333,1.433,1,0.3333,1.305,견적반영,1.433,0.822805,0.0,0.0,0.0,0
부사업자,부사업자,3,3,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0,0.0,0.0,0
부서의,부서,3,3,1,0.3333,0.651,2,0.6667,2.865,0,0.0,0.0,견적반영,2.865,0.183378,0.0,0.0,0.0,0
부적합,부적합,3,3,1,0.3333,0.651,1,0.3333,1.433,1,0.3333,1.305,견적반영,1.433,0.822805,0.0,0.0,0.0,0
